rxcui,NDC,startdate,enddate,class,drug
979480,59746033530,201309,201709,Angiotension receptor blocker,
979480,59746033590,201309,201709,Angiotension receptor blocker,
979468,59746033701,201212,201709,Angiotension receptor blocker,
979468,59746033701,201212,201709,Thiazide,
979468,59746033710,201212,201709,Angiotension receptor blocker,
979468,59746033710,201212,201709,Thiazide,
979468,59746033730,201212,201709,Angiotension receptor blocker,
979468,59746033730,201212,201709,Thiazide,
979468,59746033790,201212,201709,Angiotension receptor blocker,
979468,59746033790,201212,201709,Thiazide,
979464,59746033801,201212,201709,Angiotension receptor blocker,
979464,59746033801,201212,201709,Thiazide,
979464,59746033810,201212,201709,Angiotension receptor blocker,
979464,59746033810,201212,201709,Thiazide,
979464,59746033830,201212,201709,Angiotension receptor blocker,
979464,59746033830,201212,201709,Thiazide,
979464,59746033890,201212,201709,Angiotension receptor blocker,
979464,59746033890,201212,201709,Thiazide,
979471,59746033901,201212,201709,Angiotension receptor blocker,
979471,59746033901,201212,201709,Thiazide,
979471,59746033910,201212,201709,Angiotension receptor blocker,
979471,59746033910,201212,201709,Thiazide,
979471,59746033930,201212,201709,Angiotension receptor blocker,
979471,59746033930,201212,201709,Thiazide,
979471,59746033990,201212,201709,Angiotension receptor blocker,
979471,59746033990,201212,201709,Thiazide,
349483,59746036003,201502,201709,Angiotension receptor blocker,
349483,59746036005,201502,201709,Angiotension receptor blocker,
349483,59746036030,201502,201709,Angiotension receptor blocker,
349483,59746036090,201502,201709,Angiotension receptor blocker,
349199,59746036103,201502,201709,Angiotension receptor blocker,
349199,59746036105,201502,201709,Angiotension receptor blocker,
349199,59746036130,201502,201709,Angiotension receptor blocker,
349199,59746036190,201502,201709,Angiotension receptor blocker,
349201,59746036203,201502,201709,Angiotension receptor blocker,
349201,59746036205,201502,201709,Angiotension receptor blocker,
349201,59746036230,201502,201709,Angiotension receptor blocker,
349201,59746036290,201502,201709,Angiotension receptor blocker,
349200,59746036303,201607,201709,Angiotension receptor blocker,
349200,59746036305,201607,201709,Angiotension receptor blocker,
349200,59746036330,201502,201709,Angiotension receptor blocker,
349200,59746036332,201502,201606,Angiotension receptor blocker,
349200,59746036367,201502,201606,Angiotension receptor blocker,
349200,59746036390,201502,201709,Angiotension receptor blocker,
402698,59746036901,201610,201709,Calcium channel blocker,
402698,59746036901,201610,201709,Calcium channel blocker,
402698,59746036905,201610,201709,Calcium channel blocker,
402698,59746036905,201610,201709,Calcium channel blocker,
402698,59746036910,201610,201709,Calcium channel blocker,
402698,59746036910,201610,201709,Calcium channel blocker,
402698,59746036930,201610,201709,Calcium channel blocker,
402698,59746036930,201610,201709,Calcium channel blocker,
402698,59746036990,201610,201709,Calcium channel blocker,
402698,59746036990,201610,201709,Calcium channel blocker,
402696,59746037001,201610,201709,Calcium channel blocker,
402696,59746037001,201610,201709,Calcium channel blocker,
402696,59746037005,201610,201709,Calcium channel blocker,
402696,59746037005,201610,201709,Calcium channel blocker,
402696,59746037010,201610,201709,Calcium channel blocker,
402696,59746037010,201610,201709,Calcium channel blocker,
402696,59746037030,201610,201709,Calcium channel blocker,
402696,59746037030,201610,201709,Calcium channel blocker,
402696,59746037090,201610,201709,Calcium channel blocker,
402696,59746037090,201610,201709,Calcium channel blocker,
402695,59746037101,201610,201709,Calcium channel blocker,
402695,59746037101,201610,201709,Calcium channel blocker,
402695,59746037105,201610,201709,Calcium channel blocker,
402695,59746037105,201610,201709,Calcium channel blocker,
402695,59746037110,201610,201709,Calcium channel blocker,
402695,59746037110,201610,201709,Calcium channel blocker,
402695,59746037130,201610,201709,Calcium channel blocker,
402695,59746037130,201610,201709,Calcium channel blocker,
402695,59746037190,201610,201709,Calcium channel blocker,
402695,59746037190,201610,201709,Calcium channel blocker,
199903,59746038205,201112,201709,Thiazide,
199903,59746038206,200810,201709,Thiazide,
199903,59746038210,200810,201709,Thiazide,
313215,59746038306,200706,201709,Other antihypertensive,
313215,59746038309,200706,201709,Other antihypertensive,
313215,59746038310,200706,201709,Other antihypertensive,
313215,59746038390,200709,201709,Other antihypertensive,
313217,59746038406,200706,201709,Other antihypertensive,
313217,59746038409,200706,201709,Other antihypertensive,
313217,59746038410,200706,201709,Other antihypertensive,
313217,59746038490,200709,201709,Other antihypertensive,
313219,59746038506,200706,201709,Other antihypertensive,
313219,59746038509,200706,201709,Other antihypertensive,
313219,59746038510,200706,201709,Other antihypertensive,
313219,59746038590,200709,201709,Other antihypertensive,
260376,59746038606,200706,201709,Other antihypertensive,
260376,59746038609,200706,201709,Other antihypertensive,
260376,59746038610,200706,201709,Other antihypertensive,
260376,59746038690,200709,201709,Other antihypertensive,
282755,59746043912,201609,201709,Angiotension receptor blocker,
282755,59746043932,201609,201709,Angiotension receptor blocker,
205304,59746044012,201609,201709,Angiotension receptor blocker,
205304,59746044032,201609,201709,Angiotension receptor blocker,
205305,59746044112,201609,201709,Angiotension receptor blocker,
205305,59746044132,201609,201709,Angiotension receptor blocker,
200094,59746044705,201504,201709,Angiotension receptor blocker,
200094,59746044730,201504,201709,Angiotension receptor blocker,
200094,59746044790,201504,201709,Angiotension receptor blocker,
200095,59746044805,201504,201709,Angiotension receptor blocker,
200095,59746044830,201504,201709,Angiotension receptor blocker,
200095,59746044890,201504,201709,Angiotension receptor blocker,
200096,59746044905,201504,201709,Angiotension receptor blocker,
200096,59746044930,201504,201709,Angiotension receptor blocker,
200096,59746044990,201504,201709,Angiotension receptor blocker,
349373,59746046301,201706,201709,Angiotension receptor blocker,
349373,59746046310,201706,201709,Angiotension receptor blocker,
349373,59746046330,201706,201709,Angiotension receptor blocker,
349373,59746046332,201706,201709,Angiotension receptor blocker,
349401,59746046501,201706,201709,Angiotension receptor blocker,
349401,59746046510,201706,201709,Angiotension receptor blocker,
349401,59746046530,201706,201709,Angiotension receptor blocker,
349401,59746046532,201706,201709,Angiotension receptor blocker,
349401,59746046590,201706,201709,Angiotension receptor blocker,
349405,59746046601,201706,201709,Angiotension receptor blocker,
349405,59746046610,201706,201709,Angiotension receptor blocker,
349405,59746046630,201706,201709,Angiotension receptor blocker,
349405,59746046632,201706,201709,Angiotension receptor blocker,
349405,59746046690,201706,201709,Angiotension receptor blocker,
730869,59746052601,201706,201709,Angiotension receptor blocker,
730869,59746052601,201706,201709,Calcium channel blocker,
730869,59746052610,201706,201709,Angiotension receptor blocker,
730869,59746052610,201706,201709,Calcium channel blocker,
730869,59746052630,201706,201709,Angiotension receptor blocker,
730869,59746052630,201706,201709,Calcium channel blocker,
730869,59746052690,201706,201709,Angiotension receptor blocker,
730869,59746052690,201706,201709,Calcium channel blocker,
730872,59746052701,201706,201709,Angiotension receptor blocker,
730872,59746052701,201706,201709,Calcium channel blocker,
730872,59746052710,201706,201709,Angiotension receptor blocker,
730872,59746052710,201706,201709,Calcium channel blocker,
730872,59746052730,201706,201709,Angiotension receptor blocker,
730872,59746052730,201706,201709,Calcium channel blocker,
730872,59746052790,201706,201709,Angiotension receptor blocker,
730872,59746052790,201706,201709,Calcium channel blocker,
730861,59746052801,201706,201709,Angiotension receptor blocker,
730861,59746052801,201706,201709,Calcium channel blocker,
730861,59746052810,201706,201709,Angiotension receptor blocker,
730861,59746052810,201706,201709,Calcium channel blocker,
730861,59746052830,201706,201709,Angiotension receptor blocker,
730861,59746052830,201706,201709,Calcium channel blocker,
730861,59746052890,201706,201709,Angiotension receptor blocker,
730861,59746052890,201706,201709,Calcium channel blocker,
730866,59746052901,201706,201709,Angiotension receptor blocker,
730866,59746052901,201706,201709,Calcium channel blocker,
730866,59746052910,201706,201709,Angiotension receptor blocker,
730866,59746052910,201706,201709,Calcium channel blocker,
730866,59746052930,201706,201709,Angiotension receptor blocker,
730866,59746052930,201706,201709,Calcium channel blocker,
730866,59746052990,201706,201709,Angiotension receptor blocker,
730866,59746052990,201706,201709,Calcium channel blocker,
979468,59762001101,201011,201309,Angiotension receptor blocker,
979468,59762001101,201011,201309,Thiazide,
979468,59762001102,201011,201709,Angiotension receptor blocker,
979468,59762001102,201011,201709,Thiazide,
979464,59762001201,201011,201309,Angiotension receptor blocker,
979464,59762001201,201011,201309,Thiazide,
979464,59762001202,201011,201709,Angiotension receptor blocker,
979464,59762001202,201011,201709,Thiazide,
979471,59762001501,201011,201309,Angiotension receptor blocker,
979471,59762001501,201011,201309,Thiazide,
979471,59762001502,201011,201709,Angiotension receptor blocker,
979471,59762001502,201011,201709,Thiazide,
979485,59762007001,201011,201307,Angiotension receptor blocker,
979485,59762007002,201011,201307,Angiotension receptor blocker,
979492,59762007101,201011,201403,Angiotension receptor blocker,
979492,59762007102,201011,201307,Angiotension receptor blocker,
979492,59762007103,201011,201307,Angiotension receptor blocker,
979480,59762007201,201011,201307,Angiotension receptor blocker,
979480,59762007202,201011,201403,Angiotension receptor blocker,
979480,59762007203,201011,201307,Angiotension receptor blocker,
897853,59762012201,201504,201709,ACE inhibitor,
897853,59762012201,201504,201709,Calcium channel blocker,
897853,59762012201,201504,201709,Calcium channel blocker,
897853,59762012201,201504,201709,ACE inhibitor,
897844,59762013201,201504,201709,ACE inhibitor,
897844,59762013201,201504,201709,Calcium channel blocker,
897844,59762013201,201504,201709,Calcium channel blocker,
897844,59762013201,201504,201709,ACE inhibitor,
897783,59762014201,201504,201709,ACE inhibitor,
897783,59762014201,201504,201709,Calcium channel blocker,
897783,59762014201,201504,201709,Calcium channel blocker,
897783,59762014201,201504,201709,ACE inhibitor,
897781,59762015201,201504,201709,ACE inhibitor,
897781,59762015201,201504,201709,Calcium channel blocker,
897781,59762015201,201504,201709,Calcium channel blocker,
897781,59762015201,201504,201709,ACE inhibitor,
310797,59762022001,200808,201709,ACE inhibitor,
310797,59762022001,200808,201709,Thiazide,
310796,59762022201,200808,201709,ACE inhibitor,
310796,59762022201,200808,201709,Thiazide,
310809,59762022301,200810,201709,ACE inhibitor,
310809,59762022301,200810,201709,Thiazide,
198006,59762081001,201406,201709,Beta_blocker,
198007,59762081101,201406,201709,Beta_blocker,
198008,59762081201,201406,201709,Beta_blocker,
198032,59762100401,201304,201709,Calcium channel blocker,
854905,59762125801,200910,201611,Beta_blocker,
854905,59762125802,200910,201611,Beta_blocker,
854901,59762126101,200910,201611,Beta_blocker,
854901,59762126102,200910,201611,Beta_blocker,
866924,59762130001,200911,201611,Beta_blocker,
866924,59762130003,200911,201611,Beta_blocker,
866514,59762130101,200911,201611,Beta_blocker,
866514,59762130103,200911,201611,Beta_blocker,
866511,59762130201,200911,201611,Beta_blocker,
866511,59762130203,200911,201611,Beta_blocker,
308136,59762152001,200706,201709,Calcium channel blocker,
308136,59762152002,200708,201709,Calcium channel blocker,
308136,59762152004,200911,201212,Calcium channel blocker,
197361,59762153001,200706,201709,Calcium channel blocker,
197361,59762153002,200706,201709,Calcium channel blocker,
197361,59762153003,200708,201709,Calcium channel blocker,
197361,59762153004,200708,201709,Calcium channel blocker,
197361,59762153005,200706,201709,Calcium channel blocker,
197361,59762153006,201207,201709,Calcium channel blocker,
197361,59762153007,200911,201212,Calcium channel blocker,
308135,59762154001,200706,201709,Calcium channel blocker,
308135,59762154002,200708,201709,Calcium channel blocker,
308135,59762154003,200708,201709,Calcium channel blocker,
308135,59762154004,200706,201709,Calcium channel blocker,
308135,59762154005,201207,201709,Calcium channel blocker,
308135,59762154006,200911,201212,Calcium channel blocker,
198372,59762170001,200907,201709,Other Diuretics,
198369,59762170101,200907,201709,Other Diuretics,
198371,59762170201,200907,201709,Other Diuretics,
198370,59762170301,200907,201605,Other Diuretics,
351256,59762171001,200802,201709,Aldosterone blocker,
351256,59762171002,200802,201709,Aldosterone blocker,
351256,59762171003,200802,201709,Aldosterone blocker,
351257,59762172001,200802,201709,Aldosterone blocker,
351257,59762172002,200802,201709,Aldosterone blocker,
199903,59762173502,200907,201611,Thiazide,
310798,59762173602,200907,201407,Thiazide,
310798,59762173607,200907,201407,Thiazide,
197770,59762173702,200907,201407,Thiazide,
197770,59762173707,200907,201407,Thiazide,
199353,59762214001,200907,201212,ACE inhibitor,
199353,59762214006,200907,201402,ACE inhibitor,
199351,59762214101,200907,201212,ACE inhibitor,
199351,59762214106,200907,201402,ACE inhibitor,
199352,59762214201,200907,201212,ACE inhibitor,
199352,59762214206,200907,201402,ACE inhibitor,
311353,59762227001,200907,201301,ACE inhibitor,
311353,59762227003,200907,201301,ACE inhibitor,
311353,59762227007,200907,201301,ACE inhibitor,
311354,59762227101,200907,201304,ACE inhibitor,
311354,59762227103,200907,201301,ACE inhibitor,
311354,59762227107,200907,201301,ACE inhibitor,
314076,59762227201,200907,201301,ACE inhibitor,
314076,59762227203,200907,201301,ACE inhibitor,
314076,59762227207,200907,201301,ACE inhibitor,
314077,59762227301,200907,201301,ACE inhibitor,
314077,59762227303,200907,201301,ACE inhibitor,
314077,59762227307,200907,201301,ACE inhibitor,
205326,59762227401,200907,201301,ACE inhibitor,
205326,59762227403,200907,201301,ACE inhibitor,
205326,59762227407,200907,201301,ACE inhibitor,
197884,59762227501,201010,201301,ACE inhibitor,
197884,59762227503,201010,201301,ACE inhibitor,
197884,59762227507,201010,201301,ACE inhibitor,
898687,59762314601,201003,201305,ACE inhibitor,
898687,59762314602,201003,201305,ACE inhibitor,
898690,59762314701,201003,201305,ACE inhibitor,
898690,59762314702,201003,201709,ACE inhibitor,
898719,59762314801,201003,201305,ACE inhibitor,
898719,59762314802,201003,201709,ACE inhibitor,
197885,59762329301,200908,201305,ACE inhibitor,
197885,59762329301,200908,201305,Thiazide,
197885,59762329302,200908,201305,ACE inhibitor,
197885,59762329302,200908,201305,Thiazide,
197885,59762329303,200908,201305,ACE inhibitor,
197885,59762329303,200908,201305,Thiazide,
197885,59762329304,200908,201305,ACE inhibitor,
197885,59762329304,200908,201305,Thiazide,
197886,59762329401,200908,201305,ACE inhibitor,
197886,59762329401,200908,201305,Thiazide,
197886,59762329402,200908,201305,ACE inhibitor,
197886,59762329402,200908,201305,Thiazide,
197886,59762329403,200908,201305,ACE inhibitor,
197886,59762329403,200908,201305,Thiazide,
197886,59762329404,200908,201305,ACE inhibitor,
197886,59762329404,200908,201305,Thiazide,
197887,59762329501,200908,201305,ACE inhibitor,
197887,59762329501,200908,201305,Thiazide,
197887,59762329502,200908,201305,ACE inhibitor,
197887,59762329502,200908,201305,Thiazide,
197887,59762329503,200908,201305,ACE inhibitor,
197887,59762329503,200908,201305,Thiazide,
197887,59762329504,200908,201305,ACE inhibitor,
197887,59762329504,200908,201305,Thiazide,
313096,59762501101,200706,201709,Aldosterone blocker,
313096,59762501102,200706,201709,Aldosterone blocker,
198223,59762501201,200706,201709,Aldosterone blocker,
198222,59762501301,200706,201709,Aldosterone blocker,
198224,59762501401,200706,201709,Aldosterone blocker,
198224,59762501401,200706,201709,Thiazide,
312750,59762501901,200706,201709,ACE inhibitor,
312748,59762502001,200706,201709,ACE inhibitor,
312749,59762502101,200706,201709,ACE inhibitor,
314203,59762502201,200706,201709,ACE inhibitor,
857166,59762525001,200910,201610,ACE inhibitor,
857166,59762525001,200910,201610,Thiazide,
857166,59762525004,200910,201611,ACE inhibitor,
857166,59762525004,200910,201611,Thiazide,
857174,59762525101,200910,201610,ACE inhibitor,
857174,59762525101,200910,201610,Thiazide,
857174,59762525104,200910,201611,ACE inhibitor,
857174,59762525104,200910,201611,Thiazide,
312593,59762531001,201703,201709,Other antihypertensive,
312594,59762532001,201703,201709,Other antihypertensive,
198141,59762535001,201703,201709,Other antihypertensive,
198034,59762669003,201003,201610,Calcium channel blocker,
198034,59762669003,201003,201610,Calcium channel blocker,
198034,59762669005,201003,201610,Calcium channel blocker,
198034,59762669005,201003,201610,Calcium channel blocker,
198034,59762669008,201003,201610,Calcium channel blocker,
198034,59762669008,201003,201610,Calcium channel blocker,
198035,59762669103,201003,201610,Calcium channel blocker,
198035,59762669103,201003,201610,Calcium channel blocker,
198035,59762669105,201003,201610,Calcium channel blocker,
198035,59762669105,201003,201610,Calcium channel blocker,
198035,59762669108,201003,201610,Calcium channel blocker,
198035,59762669108,201003,201610,Calcium channel blocker,
198036,59762669203,201003,201610,Calcium channel blocker,
198036,59762669203,201003,201610,Calcium channel blocker,
198036,59762669208,201003,201610,Calcium channel blocker,
198036,59762669208,201003,201610,Calcium channel blocker,
597971,59762671001,201403,201709,Calcium channel blocker,
597974,59762671101,201403,201709,Calcium channel blocker,
597993,59762671201,201403,201709,Calcium channel blocker,
597977,59762672001,201403,201709,Calcium channel blocker,
597977,59762672005,201403,201709,Calcium channel blocker,
597977,59762672007,201501,201709,Calcium channel blocker,
597980,59762672101,201403,201709,Calcium channel blocker,
597980,59762672105,201403,201709,Calcium channel blocker,
597980,59762672107,201501,201709,Calcium channel blocker,
597984,59762672201,201403,201709,Calcium channel blocker,
597984,59762672205,201403,201709,Calcium channel blocker,
597984,59762672207,201501,201709,Calcium channel blocker,
404011,59762672301,201403,201709,Calcium channel blocker,
597987,59762673001,201403,201709,Calcium channel blocker,
597987,59762673005,201403,201709,Calcium channel blocker,
597987,59762673007,201501,201709,Calcium channel blocker,
597967,59762673101,201403,201709,Calcium channel blocker,
597967,59762673105,201403,201709,Calcium channel blocker,
597967,59762673107,201501,201709,Calcium channel blocker,
597990,59762673201,201403,201709,Calcium channel blocker,
597990,59762673205,201403,201709,Calcium channel blocker,
597990,59762673207,201501,201709,Calcium channel blocker,
404013,59762673301,201403,201709,Calcium channel blocker,
198006,59772246101,200706,201212,Beta_blocker,
198006,59772246102,200706,201212,Beta_blocker,
198007,59772246201,200706,201309,Beta_blocker,
198007,59772246202,200706,201212,Beta_blocker,
198007,59772246203,200706,201212,Beta_blocker,
198008,59772246301,200706,201307,Beta_blocker,
198008,59772246302,200706,201212,Beta_blocker,
198008,59772246303,200706,201309,Beta_blocker,
198004,59772246401,200706,201212,Beta_blocker,
198004,59772246403,200706,201212,Beta_blocker,
198005,59772246501,200706,201307,Beta_blocker,
197383,59772259201,200706,201212,Beta_blocker,
197383,59772259201,200706,201212,Thiazide,
197382,59772259301,200706,201212,Beta_blocker,
197382,59772259301,200706,201212,Thiazide,
866514,59772369202,200911,201212,Beta_blocker,
866514,59772369205,200911,201212,Beta_blocker,
866514,59772369220,200911,201101,Beta_blocker,
866511,59772369302,200911,201212,Beta_blocker,
866511,59772369305,200911,201212,Beta_blocker,
197436,59772516005,200706,201306,ACE inhibitor,
197436,59772516005,200706,201306,Thiazide,
197437,59772516105,200706,201306,ACE inhibitor,
197437,59772516105,200706,201306,Thiazide,
197438,59772516205,200706,201306,ACE inhibitor,
197438,59772516205,200706,201306,Thiazide,
197439,59772516305,200706,201102,ACE inhibitor,
197439,59772516305,200706,201102,Thiazide,
858804,59772554101,200910,201101,ACE inhibitor,
858804,59772554103,200910,201101,ACE inhibitor,
858813,59772554201,200910,201101,ACE inhibitor,
858813,59772554203,200910,201101,ACE inhibitor,
858817,59772554301,200910,201101,ACE inhibitor,
858817,59772554303,200910,201101,ACE inhibitor,
858810,59772554401,200910,201101,ACE inhibitor,
858810,59772554403,200910,201101,ACE inhibitor,
896766,59772618202,201002,201101,Beta_blocker,
896771,59772618301,201002,201101,Beta_blocker,
308963,59772704501,200706,201212,ACE inhibitor,
308963,59772704503,200706,201212,ACE inhibitor,
308963,59772704504,200706,201212,ACE inhibitor,
308963,59772704505,200706,201212,ACE inhibitor,
308963,59772704506,200706,201101,ACE inhibitor,
308963,59772704507,200706,201101,ACE inhibitor,
317173,59772704601,200706,201212,ACE inhibitor,
317173,59772704602,200706,201212,ACE inhibitor,
317173,59772704603,200706,201212,ACE inhibitor,
317173,59772704604,200706,201212,ACE inhibitor,
317173,59772704605,200706,201101,ACE inhibitor,
317173,59772704606,200706,201101,ACE inhibitor,
308964,59772704701,200706,201212,ACE inhibitor,
308964,59772704703,200706,201212,ACE inhibitor,
308964,59772704704,200706,201212,ACE inhibitor,
308964,59772704705,200706,201101,ACE inhibitor,
308962,59772704801,200706,201212,ACE inhibitor,
198105,59772880401,200706,201101,Beta_blocker,
198105,59772880410,200706,201101,Beta_blocker,
198104,59772880501,200706,201101,Beta_blocker,
198104,59772880510,200706,201101,Beta_blocker,
856535,59911547001,200908,201102,Beta_blocker,
856535,59911547001,200908,201102,Beta_blocker,
856535,59911547002,200908,201102,Beta_blocker,
856535,59911547002,200908,201102,Beta_blocker,
856569,59911547101,200908,201102,Beta_blocker,
856569,59911547101,200908,201102,Beta_blocker,
856569,59911547102,200908,201102,Beta_blocker,
856569,59911547102,200908,201102,Beta_blocker,
856460,59911547301,200908,201102,Beta_blocker,
856460,59911547301,200908,201102,Beta_blocker,
856460,59911547302,200908,201102,Beta_blocker,
856460,59911547302,200908,201102,Beta_blocker,
856481,59911547901,200908,201102,Beta_blocker,
856481,59911547901,200908,201102,Beta_blocker,
308963,59911583201,200706,201101,ACE inhibitor,
308963,59911583202,200706,201101,ACE inhibitor,
317173,59911583301,200706,201101,ACE inhibitor,
317173,59911583302,200706,201101,ACE inhibitor,
308964,59911583401,200706,201101,ACE inhibitor,
308964,59911583402,200706,201101,ACE inhibitor,
308962,59911583501,200706,201101,ACE inhibitor,
197745,59911584001,200706,201101,Other antihypertensive,
197746,59911584101,200706,201101,Other antihypertensive,
998689,59911584201,201008,201102,Beta_blocker,
998685,59911584401,201008,201102,Beta_blocker,
854905,59911706001,200910,201102,Beta_blocker,
854901,59911706101,200910,201101,Beta_blocker,
854916,59911706502,200908,201101,Beta_blocker,
854916,59911706502,200908,201101,Thiazide,
854919,59911706602,200908,201101,Beta_blocker,
854919,59911706602,200908,201101,Thiazide,
854908,59911706701,200908,201101,Beta_blocker,
854908,59911706701,200908,201101,Thiazide,
856471,59917006300,201004,201012,Beta_blocker,
856576,59917006400,201004,201012,Beta_blocker,
198034,59917006900,200709,201012,Calcium channel blocker,
198034,59917006900,200709,201012,Calcium channel blocker,
198035,59917007000,200709,201012,Calcium channel blocker,
198035,59917007000,200709,201012,Calcium channel blocker,
896762,59930155303,201002,201101,Beta_blocker,
896758,59930160201,201002,201102,Beta_blocker,
896758,59930160202,201002,201102,Beta_blocker,
896758,59930160203,201002,201102,Beta_blocker,
896758,59930160204,201002,201102,Beta_blocker,
198036,59930160701,200706,201206,Calcium channel blocker,
198036,59930160701,200706,201206,Calcium channel blocker,
896762,59930163601,201002,201102,Beta_blocker,
896762,59930163602,201002,201102,Beta_blocker,
896762,59930163603,201002,201102,Beta_blocker,
896762,59930163604,201002,201102,Beta_blocker,
896766,59930165301,201002,201102,Beta_blocker,
896766,59930165302,201002,201102,Beta_blocker,
896766,59930165303,201002,201102,Beta_blocker,
308963,59930165501,200706,201102,ACE inhibitor,
308963,59930165502,200706,201102,ACE inhibitor,
308963,59930165503,200706,201102,ACE inhibitor,
317173,59930165601,200706,201102,ACE inhibitor,
317173,59930165602,200706,201102,ACE inhibitor,
317173,59930165603,200706,201102,ACE inhibitor,
308964,59930165701,200706,201102,ACE inhibitor,
308964,59930165702,200706,201102,ACE inhibitor,
308964,59930165703,200706,201102,ACE inhibitor,
308962,59930165801,200706,201101,ACE inhibitor,
308962,59930165802,200706,201101,ACE inhibitor,
308962,59930165803,200706,201101,ACE inhibitor,
866514,59930179501,200911,201101,Beta_blocker,
866511,59930179701,200911,201101,Beta_blocker,
310429,60168062201,200706,201101,Other Diuretics,
310429,60168062203,200706,201101,Other Diuretics,
313988,60168062401,200706,201101,Other Diuretics,
313988,60168062403,200706,201101,Other Diuretics,
197956,60168087501,200706,201101,Other antihypertensive,
197956,60168087503,200706,201101,Other antihypertensive,
197958,60168087701,200706,201101,Other antihypertensive,
897586,60274010001,201003,201206,Calcium channel blocker,
897614,60274012001,201003,201206,Calcium channel blocker,
897620,60274018001,201003,201206,Calcium channel blocker,
897592,60274020001,201003,201206,Calcium channel blocker,
897626,60274024001,201003,201206,Calcium channel blocker,
897598,60274030001,201003,201206,Calcium channel blocker,
897632,60274036001,201003,201206,Calcium channel blocker,
897612,60274088001,201003,201206,Calcium channel blocker,
897612,60274088001,201003,201206,Calcium channel blocker,
897618,60274088201,201003,201206,Calcium channel blocker,
897618,60274088201,201003,201206,Calcium channel blocker,
897624,60274088401,201003,201206,Calcium channel blocker,
897624,60274088401,201003,201206,Calcium channel blocker,
897630,60274088601,201003,201206,Calcium channel blocker,
897630,60274088601,201003,201206,Calcium channel blocker,
858845,60312000400,200910,201206,ACE inhibitor,
979468,60312000600,201006,201206,Angiotension receptor blocker,
979468,60312000600,201006,201206,Thiazide,
979471,60312000700,201006,201206,Angiotension receptor blocker,
979471,60312000700,201006,201206,Thiazide,
979466,60312000800,201006,201206,Angiotension receptor blocker,
979466,60312000800,201006,201206,Thiazide,
858806,60312001430,200910,201206,ACE inhibitor,
858806,60312001490,200910,201206,ACE inhibitor,
311354,60312001954,200801,200901,ACE inhibitor,
206764,60312001954,200706,201206,ACE inhibitor,
314076,60312010654,200812,200812,ACE inhibitor,
206765,60312010654,200812,201206,ACE inhibitor,
311354,60312011000,200706,201206,ACE inhibitor,
314076,60312011100,200706,201206,ACE inhibitor,
314077,60312011200,200706,201206,ACE inhibitor,
197886,60312014058,200801,200901,ACE inhibitor,
197886,60312014058,200801,200901,Thiazide,
207963,60312014058,200706,201206,ACE inhibitor,
207963,60312014058,200706,201206,Thiazide,
197885,60312014558,200801,200901,ACE inhibitor,
197885,60312014558,200801,200901,Thiazide,
207961,60312014558,200706,201206,ACE inhibitor,
207961,60312014558,200706,201206,Thiazide,
314077,60312020754,200801,200901,ACE inhibitor,
206766,60312020754,200706,201206,ACE inhibitor,
979480,60312053600,201006,201206,Angiotension receptor blocker,
979492,60312061300,201006,201206,Angiotension receptor blocker,
858815,60312071210,200910,201206,ACE inhibitor,
858815,60312071230,200910,201206,ACE inhibitor,
858815,60312071290,200910,201206,ACE inhibitor,
858819,60312071310,200910,201206,ACE inhibitor,
858819,60312071330,200910,201206,ACE inhibitor,
858819,60312071390,200910,201206,ACE inhibitor,
858812,60312071410,200910,201206,ACE inhibitor,
858812,60312071430,200910,201206,ACE inhibitor,
858812,60312071490,200910,201206,ACE inhibitor,
979470,60312071727,201006,201206,Angiotension receptor blocker,
979470,60312071727,201006,201206,Thiazide,
858830,60312072001,200910,201206,ACE inhibitor,
858830,60312072001,200910,201206,Thiazide,
979466,60312074527,201006,201206,Angiotension receptor blocker,
979466,60312074527,201006,201206,Thiazide,
979473,60312074727,201006,201206,Angiotension receptor blocker,
979473,60312074727,201006,201206,Thiazide,
197885,60312090700,200706,201206,ACE inhibitor,
197885,60312090700,200706,201206,Thiazide,
979487,60312095101,201006,201206,Angiotension receptor blocker,
979487,60312095128,201006,201206,Angiotension receptor blocker,
979487,60312095154,201006,201206,Angiotension receptor blocker,
979487,60312095182,201006,201206,Angiotension receptor blocker,
979494,60312095227,201006,201206,Angiotension receptor blocker,
979494,60312095228,201006,201206,Angiotension receptor blocker,
979482,60312096001,201006,201206,Angiotension receptor blocker,
979482,60312096027,201006,201206,Angiotension receptor blocker,
979482,60312096031,201006,201206,Angiotension receptor blocker,
979482,60312096054,201006,201206,Angiotension receptor blocker,
979482,60312096082,201006,201206,Angiotension receptor blocker,
979482,60312096086,201006,201206,Angiotension receptor blocker,
313217,60346033030,200801,200901,Other antihypertensive,
208467,60346033030,200706,201311,Other antihypertensive,
313219,60346037030,200801,200901,Other antihypertensive,
208470,60346037030,200706,201101,Other antihypertensive,
260376,60346043630,200801,200901,Other antihypertensive,
208471,60346043630,200706,201311,Other antihypertensive,
313215,60346043830,200801,200901,Other antihypertensive,
208469,60346043830,200706,201311,Other antihypertensive,
313988,60346048710,201602,201709,Other Diuretics,
313988,60346048730,200706,201101,Other Diuretics,
313988,60346048759,200706,201101,Other Diuretics,
313988,60346048760,200706,201101,Other Diuretics,
313988,60346048762,200706,201101,Other Diuretics,
