drug_name,rx_normcui,class,drug_name_broad,term_type,name,drug
Hydrochlorothiazide / Spironolactone Oral Tablet,370639,Aldosterone blocker,Hydrochlorothiazide / Spironolactone,,,
Hydrochlorothiazide / Spironolactone Oral Tablet,370639,Thiazide,Hydrochlorothiazide / Spironolactone,,,
Hydrochlorothiazide / Timolol Oral Tablet,374419,Beta_blocker,Hydrochlorothiazide / Timolol,,,
Hydrochlorothiazide / Timolol Oral Tablet,374419,Thiazide,Hydrochlorothiazide / Timolol,,,
Hydrochlorothiazide / Triamterene / Verapamil Oral Tablet,452537,Calcium channel blocker,Hydrochlorothiazide / Triamterene / Verapamil,,,
Hydrochlorothiazide / Triamterene / Verapamil Oral Tablet,452537,Other Diuretics,Hydrochlorothiazide / Triamterene / Verapamil,,,
Hydrochlorothiazide / Triamterene / Verapamil Oral Tablet,452537,Thiazide,Hydrochlorothiazide / Triamterene / Verapamil,,,
Hydrochlorothiazide / Triamterene Oral Capsule,370640,Other Diuretics,Hydrochlorothiazide / Triamterene,,,
Hydrochlorothiazide / Triamterene Oral Capsule,370640,Thiazide,Hydrochlorothiazide / Triamterene,,,
Hydrochlorothiazide / Triamterene Oral Tablet,374192,Other Diuretics,Hydrochlorothiazide / Triamterene,,,
Hydrochlorothiazide / Triamterene Oral Tablet,374192,Thiazide,Hydrochlorothiazide / Triamterene,,,
Hydrochlorothiazide / Verapamil Extended Release Capsule,452536,Calcium channel blocker,Hydrochlorothiazide / Verapamil,,,
Hydrochlorothiazide / Verapamil Extended Release Capsule,452536,Thiazide,Hydrochlorothiazide / Verapamil,,,
Hydrochlorothiazide / irbesartan Oral Tablet,370705,Angiotension receptor blocker,Hydrochlorothiazide / irbesartan,,,
Hydrochlorothiazide / irbesartan Oral Tablet,370705,Thiazide,Hydrochlorothiazide / irbesartan,,,
Hydrochlorothiazide / mepindolol Oral Tablet,446301,Beta_blocker,Hydrochlorothiazide / mepindolol,,,
Hydrochlorothiazide / mepindolol Oral Tablet,446301,Thiazide,Hydrochlorothiazide / mepindolol,,,
Hydrochlorothiazide / moexipril Oral Tablet,372946,ACE inhibitor,Hydrochlorothiazide / moexipril,,,
Hydrochlorothiazide / moexipril Oral Tablet,372946,Thiazide,Hydrochlorothiazide / moexipril,,,
Hydrochlorothiazide / olmesartan Oral Tablet,406041,Angiotension receptor blocker,Hydrochlorothiazide / olmesartan,,,
Hydrochlorothiazide / olmesartan Oral Tablet,406041,Thiazide,Hydrochlorothiazide / olmesartan,,,
Hydrochlorothiazide / quinapril Oral Tablet,373732,ACE inhibitor,Hydrochlorothiazide / quinapril,,,
Hydrochlorothiazide / quinapril Oral Tablet,373732,Thiazide,Hydrochlorothiazide / quinapril,,,
Hydrochlorothiazide / telmisartan Oral Tablet,378921,Angiotension receptor blocker,Hydrochlorothiazide / telmisartan,,,
Hydrochlorothiazide / telmisartan Oral Tablet,378921,Thiazide,Hydrochlorothiazide / telmisartan,,,
Hydrochlorothiazide / valsartan Oral Tablet,374280,Angiotension receptor blocker,Hydrochlorothiazide / valsartan,,,
Hydrochlorothiazide / valsartan Oral Tablet,374280,Thiazide,Hydrochlorothiazide / valsartan,,,
Hydrochlorothiazide 10 MG / Reserpine 0.15 MG Oral Tablet,429153,Other antihypertensive,Hydrochlorothiazide / Reserpine,,,
Hydrochlorothiazide 10 MG / Reserpine 0.15 MG Oral Tablet,429153,Thiazide,Hydrochlorothiazide / Reserpine,,,
Hydrochlorothiazide 10 MG / Reserpine 0.25 MG Oral Tablet,429154,Other antihypertensive,Hydrochlorothiazide / Reserpine,,,
Hydrochlorothiazide 10 MG / Reserpine 0.25 MG Oral Tablet,429154,Thiazide,Hydrochlorothiazide / Reserpine,,,
Hydrochlorothiazide 10 MG/ML Oral Solution,310813,Thiazide,Hydrochlorothiazide,,,
Hydrochlorothiazide 100 MG / Spironolactone 50 MG Oral Tablet,429195,Aldosterone blocker,Hydrochlorothiazide / Spironolactone,,,
Hydrochlorothiazide 100 MG / Spironolactone 50 MG Oral Tablet,429195,Thiazide,Hydrochlorothiazide / Spironolactone,,,
Hydrochlorothiazide 100 MG Oral Tablet,197769,Thiazide,Hydrochlorothiazide,,,
Hydrochlorothiazide 100 MG Oral Tablet [HydroDIURIL],207935,Thiazide,Hydrochlorothiazide,,,
Hydrochlorothiazide 100 MG/ML Oral Solution,314020,Thiazide,Hydrochlorothiazide,,,
Hydrochlorothiazide 12.5 MG / Lisinopril 10 MG Oral Tablet,197885,ACE inhibitor,Hydrochlorothiazide / Lisinopril,,,
Hydrochlorothiazide 12.5 MG / Lisinopril 10 MG Oral Tablet,197885,Thiazide,Hydrochlorothiazide / Lisinopril,,,
Hydrochlorothiazide 12.5 MG / Lisinopril 10 MG Oral Tablet [Carace Plus],103966,ACE inhibitor,Hydrochlorothiazide / Lisinopril,,,
Hydrochlorothiazide 12.5 MG / Lisinopril 10 MG Oral Tablet [Carace Plus],103966,Thiazide,Hydrochlorothiazide / Lisinopril,,,
Hydrochlorothiazide 12.5 MG / Lisinopril 10 MG Oral Tablet [Prinzide],207961,ACE inhibitor,Hydrochlorothiazide / Lisinopril,,,
Hydrochlorothiazide 12.5 MG / Lisinopril 10 MG Oral Tablet [Prinzide],207961,Thiazide,Hydrochlorothiazide / Lisinopril,,,
Hydrochlorothiazide 12.5 MG / Lisinopril 10 MG Oral Tablet [Zestoretic 10/1,823986,ACE inhibitor,Hydrochlorothiazide / Lisinopril,,,
Hydrochlorothiazide 12.5 MG / Lisinopril 10 MG Oral Tablet [Zestoretic 10/1,823986,Thiazide,Hydrochlorothiazide / Lisinopril,,,
Hydrochlorothiazide 12.5 MG / Lisinopril 20 MG Oral Tablet,197886,ACE inhibitor,Hydrochlorothiazide / Lisinopril,,,
Hydrochlorothiazide 12.5 MG / Lisinopril 20 MG Oral Tablet,197886,Thiazide,Hydrochlorothiazide / Lisinopril,,,
Hydrochlorothiazide 12.5 MG / Lisinopril 20 MG Oral Tablet [Prinize],541946,ACE inhibitor,Hydrochlorothiazide / Lisinopril,,,
Hydrochlorothiazide 12.5 MG / Lisinopril 20 MG Oral Tablet [Prinize],541946,Thiazide,Hydrochlorothiazide / Lisinopril,,,
Hydrochlorothiazide 12.5 MG / Lisinopril 20 MG Oral Tablet [Prinzide],207963,ACE inhibitor,Hydrochlorothiazide / Lisinopril,,,
Hydrochlorothiazide 12.5 MG / Lisinopril 20 MG Oral Tablet [Prinzide],207963,Thiazide,Hydrochlorothiazide / Lisinopril,,,
Hydrochlorothiazide 12.5 MG / Lisinopril 20 MG Oral Tablet [Zestoretic 20/1,823982,ACE inhibitor,Hydrochlorothiazide / Lisinopril,,,
Hydrochlorothiazide 12.5 MG / Lisinopril 20 MG Oral Tablet [Zestoretic 20/1,823982,Thiazide,Hydrochlorothiazide / Lisinopril,,,
Hydrochlorothiazide 12.5 MG / Lisinopril 5 MG Oral Tablet,1001394,ACE inhibitor,Hydrochlorothiazide / Lisinopril,,,
Hydrochlorothiazide 12.5 MG / Lisinopril 5 MG Oral Tablet,1001394,Thiazide,Hydrochlorothiazide / Lisinopril,,,
Hydrochlorothiazide 12.5 MG / Losartan Potassium 100 MG Oral Tablet,979464,Angiotension receptor blocker,Hydrochlorothiazide / Losartan,,,
Hydrochlorothiazide 12.5 MG / Losartan Potassium 100 MG Oral Tablet,979464,Thiazide,Hydrochlorothiazide / Losartan,,,
Hydrochlorothiazide 12.5 MG / Losartan Potassium 100 MG Oral Tablet [Hyzaar,979466,Angiotension receptor blocker,Hydrochlorothiazide / Losartan,,,
Hydrochlorothiazide 12.5 MG / Losartan Potassium 100 MG Oral Tablet [Hyzaar,979466,Thiazide,Hydrochlorothiazide / Losartan,,,
Hydrochlorothiazide 12.5 MG / Losartan Potassium 50 MG Oral Tablet,979468,Angiotension receptor blocker,Hydrochlorothiazide / Losartan,,,
Hydrochlorothiazide 12.5 MG / Losartan Potassium 50 MG Oral Tablet,979468,Thiazide,Hydrochlorothiazide / Losartan,,,
Hydrochlorothiazide 12.5 MG / Losartan Potassium 50 MG Oral Tablet [Cozaar-,979497,Angiotension receptor blocker,Hydrochlorothiazide / Losartan,,,
Hydrochlorothiazide 12.5 MG / Losartan Potassium 50 MG Oral Tablet [Cozaar-,979497,Thiazide,Hydrochlorothiazide / Losartan,,,
Hydrochlorothiazide 12.5 MG / Losartan Potassium 50 MG Oral Tablet [Hyzaar,979470,Angiotension receptor blocker,Hydrochlorothiazide / Losartan,,,
Hydrochlorothiazide 12.5 MG / Losartan Potassium 50 MG Oral Tablet [Hyzaar,979470,Thiazide,Hydrochlorothiazide / Losartan,,,
Hydrochlorothiazide 12.5 MG / Metoprolol 100 MG Extended Release Oral Table,434380,Beta_blocker,Hydrochlorothiazide / Metoprolol,,,
Hydrochlorothiazide 12.5 MG / Metoprolol 100 MG Extended Release Oral Table,434380,Thiazide,Hydrochlorothiazide / Metoprolol,,,
Hydrochlorothiazide 12.5 MG / Metoprolol 100 MG Extended Release Tablet,434380,Beta_blocker,Hydrochlorothiazide / Metoprolol,,,
Hydrochlorothiazide 12.5 MG / Metoprolol 100 MG Extended Release Tablet,434380,Thiazide,Hydrochlorothiazide / Metoprolol,,,
Hydrochlorothiazide 12.5 MG / Metoprolol 100 MG Oral Tablet,246267,Beta_blocker,Hydrochlorothiazide / Metoprolol,,,
Hydrochlorothiazide 12.5 MG / Metoprolol 100 MG Oral Tablet,246267,Thiazide,Hydrochlorothiazide / Metoprolol,,,
Hydrochlorothiazide 12.5 MG / Metoprolol 25 MG Oral Tablet,687068,Beta_blocker,Hydrochlorothiazide / Metoprolol,,,
Hydrochlorothiazide 12.5 MG / Metoprolol 25 MG Oral Tablet,687068,Thiazide,Hydrochlorothiazide / Metoprolol,,,
Hydrochlorothiazide 12.5 MG / Metoprolol 50 MG Oral Tablet,687069,Beta_blocker,Hydrochlorothiazide / Metoprolol,,,
Hydrochlorothiazide 12.5 MG / Metoprolol 50 MG Oral Tablet,687069,Thiazide,Hydrochlorothiazide / Metoprolol,,,
Hydrochlorothiazide 12.5 MG / Metoprolol Tartrate 100 MG Extended Release T,866456,Beta_blocker,Hydrochlorothiazide / Metoprolol,,,
Hydrochlorothiazide 12.5 MG / Metoprolol Tartrate 100 MG Extended Release T,866456,Thiazide,Hydrochlorothiazide / Metoprolol,,,
Hydrochlorothiazide 12.5 MG / Metoprolol Tartrate 100 MG Extended Release T,866457,Beta_blocker,Hydrochlorothiazide / Metoprolol,,,
Hydrochlorothiazide 12.5 MG / Metoprolol Tartrate 100 MG Extended Release T,866457,Thiazide,Hydrochlorothiazide / Metoprolol,,,
Hydrochlorothiazide 12.5 MG / Metoprolol Tartrate 25 MG Extended Release Ta,866465,Beta_blocker,Hydrochlorothiazide / Metoprolol,,,
Hydrochlorothiazide 12.5 MG / Metoprolol Tartrate 25 MG Extended Release Ta,866465,Thiazide,Hydrochlorothiazide / Metoprolol,,,
Hydrochlorothiazide 12.5 MG / Metoprolol Tartrate 25 MG Extended Release Ta,866466,Beta_blocker,Hydrochlorothiazide / Metoprolol,,,
Hydrochlorothiazide 12.5 MG / Metoprolol Tartrate 25 MG Extended Release Ta,866466,Thiazide,Hydrochlorothiazide / Metoprolol,,,
Hydrochlorothiazide 12.5 MG / Metoprolol Tartrate 50 MG Extended Release Ta,866476,Beta_blocker,Hydrochlorothiazide / Metoprolol,,,
Hydrochlorothiazide 12.5 MG / Metoprolol Tartrate 50 MG Extended Release Ta,866476,Thiazide,Hydrochlorothiazide / Metoprolol,,,
Hydrochlorothiazide 12.5 MG / Metoprolol Tartrate 50 MG Extended Release Ta,866477,Beta_blocker,Hydrochlorothiazide / Metoprolol,,,
Hydrochlorothiazide 12.5 MG / Metoprolol Tartrate 50 MG Extended Release Ta,866477,Thiazide,Hydrochlorothiazide / Metoprolol,,,
Hydrochlorothiazide 12.5 MG / Moexipril hydrochloride 15 MG Oral Tablet,1299859,ACE inhibitor,Hydrochlorothiazide / moexipril,,,
Hydrochlorothiazide 12.5 MG / Moexipril hydrochloride 15 MG Oral Tablet,1299859,Thiazide,Hydrochlorothiazide / moexipril,,,
Hydrochlorothiazide 12.5 MG / Moexipril hydrochloride 15 MG Oral Tablet [Un,1299861,ACE inhibitor,Hydrochlorothiazide / moexipril,,,
Hydrochlorothiazide 12.5 MG / Moexipril hydrochloride 15 MG Oral Tablet [Un,1299861,Thiazide,Hydrochlorothiazide / moexipril,,,
Hydrochlorothiazide 12.5 MG / Moexipril hydrochloride 7.5 MG Oral Tablet,1299871,ACE inhibitor,Hydrochlorothiazide / moexipril,,,
Hydrochlorothiazide 12.5 MG / Moexipril hydrochloride 7.5 MG Oral Tablet,1299871,Thiazide,Hydrochlorothiazide / moexipril,,,
Hydrochlorothiazide 12.5 MG / Moexipril hydrochloride 7.5 MG Oral Tablet [U,1299873,ACE inhibitor,Hydrochlorothiazide / moexipril,,,
Hydrochlorothiazide 12.5 MG / Moexipril hydrochloride 7.5 MG Oral Tablet [U,1299873,Thiazide,Hydrochlorothiazide / moexipril,,,
Hydrochlorothiazide 12.5 MG / Olmesartan medoxomil 20 MG Oral Tablet,403853,Angiotension receptor blocker,Hydrochlorothiazide / olmesartan,,,
Hydrochlorothiazide 12.5 MG / Olmesartan medoxomil 20 MG Oral Tablet,403853,Thiazide,Hydrochlorothiazide / olmesartan,,,
Hydrochlorothiazide 12.5 MG / Olmesartan medoxomil 20 MG Oral Tablet [Benic,847060,Angiotension receptor blocker,Hydrochlorothiazide / olmesartan,,,
Hydrochlorothiazide 12.5 MG / Olmesartan medoxomil 20 MG Oral Tablet [Benic,847060,Thiazide,Hydrochlorothiazide / olmesartan,,,
Hydrochlorothiazide 12.5 MG / Olmesartan medoxomil 40 MG Oral Tablet,403854,Angiotension receptor blocker,Hydrochlorothiazide / olmesartan,,,
Hydrochlorothiazide 12.5 MG / Olmesartan medoxomil 40 MG Oral Tablet,403854,Thiazide,Hydrochlorothiazide / olmesartan,,,
Hydrochlorothiazide 12.5 MG / Olmesartan medoxomil 40 MG Oral Tablet [Benic,847055,Angiotension receptor blocker,Hydrochlorothiazide / olmesartan,,,
Hydrochlorothiazide 12.5 MG / Olmesartan medoxomil 40 MG Oral Tablet [Benic,847055,Thiazide,Hydrochlorothiazide / olmesartan,,,
Hydrochlorothiazide 12.5 MG / Ramipril 2.5 MG Oral Tablet,430636,ACE inhibitor,Hydrochlorothiazide / Ramipril,,,
Hydrochlorothiazide 12.5 MG / Ramipril 2.5 MG Oral Tablet,430636,Thiazide,Hydrochlorothiazide / Ramipril,,,
Hydrochlorothiazide 12.5 MG / Sotalol 80 MG Oral Tablet,104340,Beta_blocker,Hydrochlorothiazide / Sotalol,,,
Hydrochlorothiazide 12.5 MG / Sotalol 80 MG Oral Tablet,104340,Thiazide,Hydrochlorothiazide / Sotalol,,,
Hydrochlorothiazide 12.5 MG / Triamterene 25 MG Oral Tablet,428603,Other Diuretics,Hydrochlorothiazide / Triamterene,,,
Hydrochlorothiazide 12.5 MG / Triamterene 25 MG Oral Tablet,428603,Thiazide,Hydrochlorothiazide / Triamterene,,,
Hydrochlorothiazide 12.5 MG / Verapamil 240 MG Extended Release Capsule,411821,Calcium channel blocker,Hydrochlorothiazide / Verapamil,,,
Hydrochlorothiazide 12.5 MG / Verapamil 240 MG Extended Release Capsule,411821,Thiazide,Hydrochlorothiazide / Verapamil,,,
Hydrochlorothiazide 12.5 MG / Verapamil 240 MG Extended Release Oral Capsul,411821,Calcium channel blocker,Hydrochlorothiazide / Verapamil,,,
Hydrochlorothiazide 12.5 MG / Verapamil 240 MG Extended Release Oral Capsul,411821,Thiazide,Hydrochlorothiazide / Verapamil,,,
Hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,310792,Angiotension receptor blocker,Hydrochlorothiazide / irbesartan,,,
Hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,310792,Thiazide,Hydrochlorothiazide / irbesartan,,,
Hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet [Avalide 150/12,823934,Angiotension receptor blocker,Hydrochlorothiazide / irbesartan,,,
Hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet [Avalide 150/12,823934,Thiazide,Hydrochlorothiazide / irbesartan,,,
Hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet,310793,Angiotension receptor blocker,Hydrochlorothiazide / irbesartan,,,
Hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet,310793,Thiazide,Hydrochlorothiazide / irbesartan,,,
Hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet [Avalide 300/12,823938,Angiotension receptor blocker,Hydrochlorothiazide / irbesartan,,,
Hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet [Avalide 300/12,823938,Thiazide,Hydrochlorothiazide / irbesartan,,,
Hydrochlorothiazide 12.5 MG / mepindolol 5 MG Oral Tablet,429935,Beta_blocker,Hydrochlorothiazide / mepindolol,,,
Hydrochlorothiazide 12.5 MG / mepindolol 5 MG Oral Tablet,429935,Thiazide,Hydrochlorothiazide / mepindolol,,,
Hydrochlorothiazide 12.5 MG / metoprolol succinate 100 MG Extended Release,866456,Beta_blocker,Hydrochlorothiazide / Metoprolol,,,
Hydrochlorothiazide 12.5 MG / metoprolol succinate 100 MG Extended Release,866456,Thiazide,Hydrochlorothiazide / Metoprolol,,,
Hydrochlorothiazide 12.5 MG / metoprolol succinate 25 MG Extended Release O,866465,Beta_blocker,Hydrochlorothiazide / Metoprolol,,,
Hydrochlorothiazide 12.5 MG / metoprolol succinate 25 MG Extended Release O,866465,Thiazide,Hydrochlorothiazide / Metoprolol,,,
Hydrochlorothiazide 12.5 MG / metoprolol succinate 50 MG Extended Release O,866476,Beta_blocker,Hydrochlorothiazide / Metoprolol,,,
Hydrochlorothiazide 12.5 MG / metoprolol succinate 50 MG Extended Release O,866476,Thiazide,Hydrochlorothiazide / Metoprolol,,,
Hydrochlorothiazide 12.5 MG / quinapril 10 MG Oral Tablet,310796,ACE inhibitor,Hydrochlorothiazide / quinapril,,,
Hydrochlorothiazide 12.5 MG / quinapril 10 MG Oral Tablet,310796,Thiazide,Hydrochlorothiazide / quinapril,,,
Hydrochlorothiazide 12.5 MG / quinapril 10 MG Oral Tablet [Accuretic 10/12.,809854,ACE inhibitor,Hydrochlorothiazide / quinapril,,,
Hydrochlorothiazide 12.5 MG / quinapril 10 MG Oral Tablet [Accuretic 10/12.,809854,Thiazide,Hydrochlorothiazide / quinapril,,,
Hydrochlorothiazide 12.5 MG / quinapril 10 MG Oral Tablet [Quinaretic 10/12,991549,ACE inhibitor,Hydrochlorothiazide / quinapril,,,
Hydrochlorothiazide 12.5 MG / quinapril 10 MG Oral Tablet [Quinaretic 10/12,991549,Thiazide,Hydrochlorothiazide / quinapril,,,
Hydrochlorothiazide 12.5 MG / quinapril 20 MG Oral Tablet,310797,ACE inhibitor,Hydrochlorothiazide / quinapril,,,
Hydrochlorothiazide 12.5 MG / quinapril 20 MG Oral Tablet,310797,Thiazide,Hydrochlorothiazide / quinapril,,,
Hydrochlorothiazide 12.5 MG / quinapril 20 MG Oral Tablet [Accuretic 20/12.,809858,ACE inhibitor,Hydrochlorothiazide / quinapril,,,
Hydrochlorothiazide 12.5 MG / quinapril 20 MG Oral Tablet [Accuretic 20/12.,809858,Thiazide,Hydrochlorothiazide / quinapril,,,
Hydrochlorothiazide 12.5 MG / quinapril 20 MG Oral Tablet [Quinaretic 20/12,991553,ACE inhibitor,Hydrochlorothiazide / quinapril,,,
Hydrochlorothiazide 12.5 MG / quinapril 20 MG Oral Tablet [Quinaretic 20/12,991553,Thiazide,Hydrochlorothiazide / quinapril,,,
Hydrochlorothiazide 12.5 MG / telmisartan 40 MG Oral Tablet,283316,Angiotension receptor blocker,Hydrochlorothiazide / telmisartan,,,
Hydrochlorothiazide 12.5 MG / telmisartan 40 MG Oral Tablet,283316,Thiazide,Hydrochlorothiazide / telmisartan,,,
Hydrochlorothiazide 12.5 MG / telmisartan 40 MG Oral Tablet [Micardis-HCT 4,749833,Angiotension receptor blocker,Hydrochlorothiazide / telmisartan,,,
Hydrochlorothiazide 12.5 MG / telmisartan 40 MG Oral Tablet [Micardis-HCT 4,749833,Thiazide,Hydrochlorothiazide / telmisartan,,,
Hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet,283317,Angiotension receptor blocker,Hydrochlorothiazide / telmisartan,,,
Hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet,283317,Thiazide,Hydrochlorothiazide / telmisartan,,,
Hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet [Micardis-HCT 8,749837,Angiotension receptor blocker,Hydrochlorothiazide / telmisartan,,,
Hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet [Micardis-HCT 8,749837,Thiazide,Hydrochlorothiazide / telmisartan,,,
Hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet,200285,Angiotension receptor blocker,Hydrochlorothiazide / valsartan,,,
Hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet,200285,Thiazide,Hydrochlorothiazide / valsartan,,,
Hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet [Diovan HCT 160/,809018,Angiotension receptor blocker,Hydrochlorothiazide / valsartan,,,
Hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet [Diovan HCT 160/,809018,Thiazide,Hydrochlorothiazide / valsartan,,,
Hydrochlorothiazide 12.5 MG / valsartan 320 MG Oral Tablet,636042,Angiotension receptor blocker,Hydrochlorothiazide / valsartan,,,
Hydrochlorothiazide 12.5 MG / valsartan 320 MG Oral Tablet,636042,Thiazide,Hydrochlorothiazide / valsartan,,,
Hydrochlorothiazide 12.5 MG / valsartan 320 MG Oral Tablet [Diovan HCT 320/,809026,Angiotension receptor blocker,Hydrochlorothiazide / valsartan,,,
Hydrochlorothiazide 12.5 MG / valsartan 320 MG Oral Tablet [Diovan HCT 320/,809026,Thiazide,Hydrochlorothiazide / valsartan,,,
Hydrochlorothiazide 12.5 MG / valsartan 80 MG Oral Tablet,200284,Angiotension receptor blocker,Hydrochlorothiazide / valsartan,,,
Hydrochlorothiazide 12.5 MG / valsartan 80 MG Oral Tablet,200284,Thiazide,Hydrochlorothiazide / valsartan,,,
Hydrochlorothiazide 12.5 MG / valsartan 80 MG Oral Tablet [Diovan HCT 80/12,809014,Angiotension receptor blocker,Hydrochlorothiazide / valsartan,,,
Hydrochlorothiazide 12.5 MG / valsartan 80 MG Oral Tablet [Diovan HCT 80/12,809014,Thiazide,Hydrochlorothiazide / valsartan,,,
Hydrochlorothiazide 12.5 MG Oral Capsule,199903,Thiazide,Hydrochlorothiazide,,,
Hydrochlorothiazide 12.5 MG Oral Capsule [Microzide],211759,Thiazide,Hydrochlorothiazide,,,
Hydrochlorothiazide 12.5 MG Oral Tablet,429503,Thiazide,Hydrochlorothiazide,,,
Hydrochlorothiazide 15 MG / Methyldopa 250 MG Oral Tablet,197963,Other antihypertensive,Hydrochlorothiazide / Methyldopa,,,
Hydrochlorothiazide 15 MG / Methyldopa 250 MG Oral Tablet,197963,Thiazide,Hydrochlorothiazide / Methyldopa,,,
Hydrochlorothiazide 15 MG / Methyldopa 250 MG Oral Tablet [Aldoril],688643,Other antihypertensive,Hydrochlorothiazide / Methyldopa,,,
Hydrochlorothiazide 15 MG / Methyldopa 250 MG Oral Tablet [Aldoril],688643,Thiazide,Hydrochlorothiazide / Methyldopa,,,
Hydrochlorothiazide 15 MG / Methyldopa 50 MG Oral Tablet,485001,Other antihypertensive,Hydrochlorothiazide / Methyldopa,,,
Hydrochlorothiazide 15 MG / Methyldopa 50 MG Oral Tablet,485001,Thiazide,Hydrochlorothiazide / Methyldopa,,,
Hydrochlorothiazide 20 MG / Reserpine 0.125 MG Oral Tablet,429155,Other antihypertensive,Hydrochlorothiazide / Reserpine,,,
Hydrochlorothiazide 20 MG / Reserpine 0.125 MG Oral Tablet,429155,Thiazide,Hydrochlorothiazide / Reserpine,,,
Hydrochlorothiazide 25 MG / Labetalol hydrochloride 100 MG Oral Tablet,896974,Beta_blocker,Hydrochlorothiazide / Labetalol,,,
Hydrochlorothiazide 25 MG / Labetalol hydrochloride 100 MG Oral Tablet,896974,Thiazide,Hydrochlorothiazide / Labetalol,,,
Hydrochlorothiazide 25 MG / Labetalol hydrochloride 200 MG Oral Tablet,896975,Beta_blocker,Hydrochlorothiazide / Labetalol,,,
Hydrochlorothiazide 25 MG / Labetalol hydrochloride 200 MG Oral Tablet,896975,Thiazide,Hydrochlorothiazide / Labetalol,,,
Hydrochlorothiazide 25 MG / Labetalol hydrochloride 200 MG Oral Tablet [Tra,896990,Beta_blocker,Hydrochlorothiazide / Labetalol,,,
Hydrochlorothiazide 25 MG / Labetalol hydrochloride 200 MG Oral Tablet [Tra,896990,Thiazide,Hydrochlorothiazide / Labetalol,,,
Hydrochlorothiazide 25 MG / Labetalol hydrochloride 300 MG Oral Tablet,896976,Beta_blocker,Hydrochlorothiazide / Labetalol,,,
Hydrochlorothiazide 25 MG / Labetalol hydrochloride 300 MG Oral Tablet,896976,Thiazide,Hydrochlorothiazide / Labetalol,,,
Hydrochlorothiazide 25 MG / Labetalol hydrochloride 300 MG Oral Tablet [Tra,542127,Beta_blocker,Hydrochlorothiazide / Labetalol,,,
Hydrochlorothiazide 25 MG / Labetalol hydrochloride 300 MG Oral Tablet [Tra,542127,Thiazide,Hydrochlorothiazide / Labetalol,,,
Hydrochlorothiazide 25 MG / Lisinopril 20 MG Oral Tablet,197887,ACE inhibitor,Hydrochlorothiazide / Lisinopril,,,
Hydrochlorothiazide 25 MG / Lisinopril 20 MG Oral Tablet,197887,Thiazide,Hydrochlorothiazide / Lisinopril,,,
Hydrochlorothiazide 25 MG / Lisinopril 20 MG Oral Tablet [Prinzide],207965,ACE inhibitor,Hydrochlorothiazide / Lisinopril,,,
Hydrochlorothiazide 25 MG / Lisinopril 20 MG Oral Tablet [Prinzide],207965,Thiazide,Hydrochlorothiazide / Lisinopril,,,
Hydrochlorothiazide 25 MG / Lisinopril 20 MG Oral Tablet [Zestoretic 20/25],823971,ACE inhibitor,Hydrochlorothiazide / Lisinopril,,,
Hydrochlorothiazide 25 MG / Lisinopril 20 MG Oral Tablet [Zestoretic 20/25],823971,Thiazide,Hydrochlorothiazide / Lisinopril,,,
Hydrochlorothiazide 25 MG / Losartan Potassium 100 MG Oral Tablet,979471,Angiotension receptor blocker,Hydrochlorothiazide / Losartan,,,
Hydrochlorothiazide 25 MG / Losartan Potassium 100 MG Oral Tablet,979471,Thiazide,Hydrochlorothiazide / Losartan,,,
Hydrochlorothiazide 25 MG / Losartan Potassium 100 MG Oral Tablet [Hyzaar 1,979473,Angiotension receptor blocker,Hydrochlorothiazide / Losartan,,,
Hydrochlorothiazide 25 MG / Losartan Potassium 100 MG Oral Tablet [Hyzaar 1,979473,Thiazide,Hydrochlorothiazide / Losartan,,,
Hydrochlorothiazide 25 MG / Magnesium Chloride 500 MG / Methotrimeprazine 1,428333,Thiazide,Hydrochlorothiazide / Methyldopa,,,
Hydrochlorothiazide 25 MG / Methyldopa 250 MG Oral Tablet,197960,Other antihypertensive,Hydrochlorothiazide / Methyldopa,,,
Hydrochlorothiazide 25 MG / Methyldopa 250 MG Oral Tablet,197960,Thiazide,Hydrochlorothiazide / Methyldopa,,,
Hydrochlorothiazide 25 MG / Methyldopa 250 MG Oral Tablet [Aldoril],688645,Other antihypertensive,Hydrochlorothiazide / Methyldopa,,,
Hydrochlorothiazide 25 MG / Methyldopa 250 MG Oral Tablet [Aldoril],688645,Thiazide,Hydrochlorothiazide / Methyldopa,,,
